,Full Address,Lat,Lon,Lead,Arsenic
359,"Bolm,Mansell,Austin,TX",30.26113,-97.69611,17,0
360,"Bolm,Mansell,Austin,TX",30.26113,-97.69611,131,0
361,"OakPlaza,Walnut,Austin,TX",30.37955,-97.67256,16,0
362,"Bordeaux,Tallegron,Austin,TX",30.43033,-97.80573,10,12
363,"9th,Lincoln,Austin,TX",30.26389,-97.72011,58,0
364,"9th,Lincoln,Austin,TX",30.26389,-97.72011,41,0
365,"Fairweather,NewHope,Austin,TX",,,0,0
366,"W.NewHope,FM1431,Austin,TX",30.54826,-97.74511,15,0
367,"W.NewHope,FM1431,Austin,TX",30.54826,-97.74511,22,0
368,"Sunshine,Lamar,Austin,TX",30.31483,-97.73652,0,0
369,"MLK,Airport,Austin,TX",30.28254,-97.70396,36,0
370,"FairmontCr.,FairhillLn.,Austin,TX",30.21847,-97.79778,10,0
371,"PattersonAve.,FrancisAve.,Austin,TX",30.27768,-97.7659,82,0
372,"Canterbury,Navasota,Austin,TX",30.2576,-97.73124,63,0
373,"22nd,Chicon,Austin,TX",30.28277,-97.72187,139,0
374,"MLK,EMFranklin,Austin,TX",30.28375,-97.69614,64,0
375,"ManorRd.,EMFranklin,Austin,TX",30.29008,-97.69406,19,0
376,"13th,SingletonAve.,Austin,TX",30.27568,-97.71417,132,0
377,"E.21stSt.,Alamo,Austin,TX",30.28211,-97.71971,30,0
378,"28th,LayafetteAve.,Austin,TX",30.2855,-97.72199,60,0
379,"DavisLane,StarCross,Austin,TX",30.19532,-97.84232,10,0
380,"OakwoodGlenDr.,SpiderLily,Austin,TX",,,0,0
381,"OakwoodGlenDr.,SpiderLily,Austin,TX",,,10,0
382,"OakwoodGlenDr.,SpiderLily--ANNEX,Austin,TX",,,8,0
383,"Hancock,ValleyOakDr.,Austin,TX",30.3314,-97.7569,44,0
384,"Denson,Guadalupe,Austin,TX",30.32886,-97.72044,0,0
385,"Lakeline,Hwy183,Austin,TX",30.47998,-97.80186,11,0
386,"Waller,I-35,Austin,TX",30.25388,-97.73507,22,0
387,"39th,AveF,Austin,TX",30.30188,-97.7315,65,0
388,"AndersonMillRd.,Blk.Oak,Austin,TX",30.45491,-97.7706,0,0
389,"Lafayette,30th,Austin,TX",30.28652,-97.72053,33,0
390,"53-1/2St.,Harmon,Austin,TX",30.31297,-97.71031,0,0
391,"Brodie,ElijahSt.,Austin,TX",30.20413,-97.83664,14,0
392,"AlfAve.,DonAnn,Austin,TX",30.26742,-97.69069,38,0
393,"Burleson,Metcalfe,Austin,TX",30.22219,-97.73454,34,0
394,"BeaverBrookLn.,Orr,Austin,TX",30.1794,-97.79374,0,0
395,"Airport,Rowood,Austin,TX",30.29929,-97.71081,38,0
396,"I-35,US-183,Austin,TX",30.33935,-97.70074,17,0
397,"SunshineGarden,48thSt.N.Lamar,Austin,TX",30.31483,-97.73652,23,0
398,"S.1st,RambleLn.,Austin,TX",30.2113,-97.77926,13,0
399,"Airport,MLK,Austin,TX",30.28254,-97.70396,37,0
400,"Rockwood,Steck,Austin,TX",30.36465,-97.73505,12,8
401,"Schriber,LiveOak,Austin,TX",30.23581,-97.74289,17,0
402,"Prock,Springdale,Austin,TX",30.2707,-97.69227,0,0
403,"ScotlandWell,CairaCove,Austin,TX",30.4265,-97.79659,16,0
404,"E.2nd,Caney--West,Austin,TX",30.25698,-97.72128,31,0
405,"E.2nd,Caney--East,Austin,TX",30.25698,-97.72128,37,0
406,"Broadmoor,Berkman--veg,Austin,TX",30.30633,-97.69736,53,0
407,"RedWillow,BenjaminDr.,Austin,TX",30.22612,-97.7327,14,0
408,"Jamestown,Chesapeake,Austin,TX",30.35719,-97.70616,14,0
409,"6th,Marx,Austin,TX",30.24865,-97.76325,17,0
410,"6th,Marx,Austin,TX",30.24865,-97.76325,11,0
411,"ChappellLn,Manchaca,Austin,TX",30.15171,-97.82575,10,0
412,"Comal,ConchoSt.,Austin,TX",30.26585,-97.72404,34,0
413,"39th,RedRiver,Austin,TX",30.29729,-97.72298,52,0
414,"Ave.H,46thSt.,Austin,TX",30.30929,-97.72431,32,0
415,"NewHampshire,Fairfield,Austin,TX",30.35912,-97.70905,20,0
416,"EtonLn.,Duval,Austin,TX",30.41449,-97.72295,0,0
417,"8th,Swenson,Austin,TX",30.2635,-97.71527,28,0
418,"BobHarrison,Navasota,Austin,TX",30.27402,-97.72807,60,0
419,"BobHarrison,Navasota,Austin,TX",30.27402,-97.72807,121,0
420,"Pennsylvania,Greenwood,Austin,TX",30.27551,-97.69697,153,0
421,"AWGrimes,GattisSchool,Austin,TX",,,12,0
422,"Hunt,GreatNorthern,Austin,TX",30.34515,-97.75061,0,8
423,"Wheless,Manor,Austin,TX",30.3078,-97.67853,28,0
424,"Ventus,AltumSt.,Austin,TX",30.25814,-97.68417,13,0
425,"WaltonLn.,BoggyCreek,Austin,TX",30.25881,-97.68801,12,0
426,"10th,Prospect--Back,Austin,TX",30.26427,-97.71782,98,0
427,"10th,Prospect--Front,Austin,TX",30.26427,-97.71782,51,0
428,"S.Redondo,Meander,Austin,TX",30.28093,-97.68108,0,15
429,"S.Redondo,Meander,Austin,TX",30.28093,-97.68108,32,11
430,"ArthurStiles,LotusLn.B,Austin,TX",30.26071,-97.67823,14,0
431,"E.28th,DancySt.,Austin,TX",30.28572,-97.72243,366,0
432,"Rockwood,Steck,Austin,TX",30.36465,-97.73505,19,0
433,"Hudson,Eleanor,Austin,TX",30.27376,-97.67931,29,0
434,"Hermitage,Furness--A,Austin,TX",30.34711,-97.68607,9,0
435,"Nile,PleasantValley,Austin,TX",30.26885,-97.71174,39,0
436,"Gaylor,Guadalupe,Austin,TX",30.33278,-97.71769,57,0
437,"Cherrywood,Edgewood,Austin,TX",30.28799,-97.71602,19,0
438,"TreadwellSt.,Garner,Austin,TX",30.25866,-97.76646,0,8
439,"Perry,Bolm,Austin,TX",30.2565,-97.68664,12,0
440,"TrumanHeights/Bunch,SamuelHouston,Austin,TX",,,18,0
441,"Goodwin,Tillery,Austin,TX",30.2696,-97.70058,0,7
442,"RockTerraceDr.,BartonSkyway,Austin,TX",30.25183,-97.78537, , 
443,"J.J.SeabrookDr.,E.MartinLutherKingJr.Dr.,Austin,TX",30.2846,-97.69061,12, 
444,"Cherrywood,Manor,Austin,TX",30.2844,-97.7185,17, 
445,"MargaLane,DrewLane,Austin,TX",30.16998,-97.83335,14,41
446,"Manchaca,Edgeware,Austin,TX",30.26759,-97.74299, , 
447,"Manchaca,Edgeware,Austin,TX",30.26759,-97.74299, , 
448,"Hunt,Treadwell(1stG),Austin,TX",30.34389,-97.74763, ,11
449,"Hunt,Treadwell(2ndG),Austin,TX",30.34389,-97.74763, ,8
450,"Hunt,Treadwell(3rdG),Austin,TX",30.34389,-97.74763, ,7
451,"MargaLane,DrewLane,Austin,TX",30.16998,-97.83335,11, 
452,"Lorrain,13th,Austin,TX",30.27982,-97.7557,8, 
453,"Lorrain,13th,Austin,TX",30.27982,-97.7557,50,24
454,"Taeback,ChurchCanyon,Austin,TX",30.36099,-97.63832, ,7
455,"JohnnyMorris,Loyola,Austin,TX",30.30019,-97.64827, ,9
456,"FencePost,ElSalido,Austin,TX",30.45595,-97.81995, ,7
457,"TerraceDrive,Newning,Austin,TX",30.24282,-97.74833,36, 
458,"PattonRanchRd.,Vega,Austin,TX",30.24246,-97.85748,31, 
459,"Pen,VegaAve,Austin,TX",30.26759,-97.74299,10, 
460,"Rundburg,Teasdale,Austin,TX",30.14767,-97.77148, ,7
461,"Rundburg,Teasdale,Austin,TX",30.14767,-97.77148, , 
462,"WestPointer,Pointer,Austin,TX",30.36633,-97.71451, , 
463,"WestPointer,Pointer,Austin,TX",30.36633,-97.71451, , 
464,"BigTrailCove,WindRiver,Austin,TX",30.41173,-97.74071, ,8
465,"MLK,Clifford,Austin,TX",30.28195,-97.70771, , 
466,"MLK,Clifford,Austin,TX",30.28195,-97.70771, , 
467,"MLK,Clifford,Austin,TX",30.28195,-97.70771, , 
468,"MLK,Clifford,Austin,TX",30.28195,-97.70771, , 
469,"MLK,Clifford,Austin,TX",30.28195,-97.70771, , 
470,"MLK,Clifford,Austin,TX",30.28195,-97.70771, , 
471,"SantaMaria,Pedernales,Austin,TX",30.2569,-97.71555,113, 
472,"OakHollowCircle,QuailValleyBlvd.,Austin,TX",30.3776,-97.70897,17,0
473,"PalmaPlaza,MarshallLane,Austin,TX",30.28119,-97.75653,210,0
474,"Sunbright,FM2001,Austin,TX",30.26759,-97.74299,0,0
475,"Sunbright,FM2001,Austin,TX",30.26759,-97.74299,14,0
476,"KenwoodAvenue,Mariposa,Austin,TX",30.23943,-97.74305,22,0
477,"KenwoodAvenue,Mariposa,Austin,TX",30.23943,-97.74305,29,0
478,"KenwoodAvenue,Mariposa,Austin,TX",30.23943,-97.74305,25,0
479,"Bloomsbury,Downing,Austin,TX",30.26759,-97.74299,18,0
480,"JeanDrive,Grady,Austin,TX",30.37318,-97.6839,14,0
481,"JeanDrive,Grady,Austin,TX",30.37318,-97.6839,21,0
482,"JeanDrive,Grady,Austin,TX",30.37318,-97.6839,73,0
483,"BrodieLane,Elijahstreet,Austin,TX",30.20413,-97.83664,29,0
484,"PeregrineFalcon,PurpleHeron,Austin,TX",30.26876,-97.81054,15,0
485,"Pinnacle,PeregrineFalcon,Austin,TX",30.27088,-97.81071,0,0
486,"AtlantaStreet,Veteran'sDrive,Austin,TX",30.27572,-97.77157,25,0
487,"AdamChapel,E.3rdSt.,Austin,TX",30.26477,-97.74212,30,0
488,"AdamChapel,E.3rdSt.,Austin,TX",30.26477,-97.74212,30,0
489,"VallecitoCove,VallecitoDrive,Austin,TX",30.42174,-97.76746,0,0
490,"Gonzalez,Springdale,Austin,TX",30.28562,-97.8081,110,0
491,"Gonzalez,Springdale,Austin,TX",30.28562,-97.8081,70,0
492,"Gonzalez,Springdale,Austin,TX",30.28562,-97.8081,32,0
493,"Gonzalez,Springdale,Austin,TX",30.28562,-97.8081,110,0
494,"Northridge,Belfast,Austin,TX",30.31343,-97.69657,23,0
495,"9th,Chicon,Austin,TX",30.26419,-97.72138,48,0
496,"Westview,Lucas,Austin,TX",30.3338,-97.7638,19,0
497,"Westview,BeverlyHills,Austin,TX",30.33612,-97.7671,97,18
498,"Westgate,Stassney,Austin,TX",30.219,-97.80716,0,0
499,"BlueBluff,FM969,Austin,TX",30.26257,-97.62122,0,0
500,"OldSayers,DeepSands,Austin,TX",30.26759,-97.74299,0,0
501,"BarleyFieldPass,DustyChisolmTrail,Austin,TX",,,13,0
502,"FlynnCircle,Bargamin,Austin,TX",30.2411,-97.89602,13,0
503,"WestOak,Slamar,Austin,TX",30.2999,-97.74381,22,0
504,"Westgate,Stassney,Austin,TX",30.219,-97.80716,13,0
505,"Clydesdale,HarpersFerry,Austin,TX",30.20463,-97.83012,0,25
506,"GunnisonPass,PurpleSage,Austin,TX",30.30878,-97.65348,13,0
507,"Lakeshore,LadyBirdLake,Austin,TX",30.2443,-97.72209,38,0
508,"CR470,CR619,Austin,TX",30.26759,-97.74299,15,0
509,"CR470,CR619(PondSample),Austin,TX",30.26759,-97.74299,0,0
510,"CR470,CR619(BlackMudSample),Austin,TX",30.10907,-97.7208,15,0
511,"Elk,Springdale,Austin,TX",30.28562,-97.8081,56,0
512,"Elk,Springdale,Austin,TX",30.28562,-97.8081,21,0
513,"Alf,Springdale(BACKYard),Austin,TX",30.26879,-97.69349,48,0
514,"Alf,Springdale(FRONTYard),Austin,TX",30.26879,-97.69349,34,0
515,"Bullard,WestShoal,Austin,TX",30.33942,-97.74847,18,0
516,"ChisholmLane,Slaughter-Garden,Austin,TX",30.17386,-97.81095,14,0
517,"ChisholmLane,Slaughter-WestSide,Austin,TX",30.17386,-97.81095,180,0
518,"ChisholmLane,Slaughter-FrontSide,Austin,TX",30.17386,-97.81095,15,0
519,"SlaughterLane,TexasOaks,Austin,TX",30.17381,-97.81442,0,0
520,"SiloValleyDr.,LongDayDr.,Austin,TX",30.35877,-97.64483,0,0
521,"Montopolis,Hwy71,Austin,TX",30.2418756,-97.6921066,0,0
522,"Montopolis,Hwy71,Austin,TX",30.2418756,-97.6921066,0,0
523,"BlacklockDrive,LimerickAvenue,Austin,TX",30.41863,-97.69715,15,0
524,"AsterPass,ElSalido,Austin,TX",30.26759,-97.74299,0,0
525,"Speedway,43rd,Austin,TX",30.30642,-97.72984,140,0
526,"OldSayer,VFWRoad,Austin,TX",30.3921,-97.66973,0,0
527,"OldSayer,VFWRoad,Austin,TX",30.3921,-97.66973,0,0
528,"OldSayer,VFWRoad,Austin,TX",30.3921,-97.66973,0,0
529,"EastIH-35,Airport,Austin,TX",30.25986,-97.73728,42,0
530,"BlueBluff,FM969,Austin,TX",30.26257,-97.62122, , 
531,"BlueBluff,FM969,Austin,TX",30.26257,-97.62122, , 
532,"BlueBluff,FM969,Austin,TX",30.26257,-97.62122, ,6
533,"BlueBluff,FM969,Austin,TX",30.26257,-97.62122,12, 
534,"BlueBluff,FM969,Austin,TX",30.26257,-97.62122, , 
535,"BlueBluff,FM969,Austin,TX",30.26257,-97.62122, , 
536,"FM969,BlueBluffLane,Austin,TX",30.26257,-97.62122, , 
537,"Lauralan,Claxton,Austin,TX",30.24498,-97.90754, , 
538,"EMFranklin,MLK,Austin,TX",30.19818,-97.74257, , 
539,"RobinRoad,FM713,Austin,TX",30.35319,-97.70878, ,9
540,"BlueRidge,WindingRiverTrail,Austin,TX",30.56258,-97.73624, , 
541,"FriarTuck,LongBow,Austin,TX",30.23446,-97.75104,19,12
542,"HotSprings,Rotan,Austin,TX",30.22089,-97.8777, , 
543,"WilliamCannon,Westgate,Austin,TX",30.2071,-97.8154, ,20
544,"WilliamCannon,Westgate,Austin,TX",30.2071,-97.8154, ,16
545,"TowbridgeCircle,WinslowCourt,Austin,TX",30.14696,-97.81805, , 
546,"CatalpaStreet,WallerStreet,Austin,TX",30.27174,-97.72799,22, 
547,"Bandera,Springdale,Austin,TX",30.28416,-97.68375,9, 
548,"Isabelle,Rufus,Austin,TX",30.33347,-97.71363,9,8
549,"HeroDrive,TravisGreen,Austin,TX",30.25136,-97.84212, , 
550,"HeroDrive,TravisGreen,Austin,TX",30.25136,-97.84212, , 
551,"WestOakLoop,WestOakDrive,Austin,TX",30.24355,-97.78509, , 
552,"Waller,Flores,Austin,TX",30.25351,-97.73555, , 
553,"Academy,Sunny,Austin,TX",30.251,-97.74194,12, 
554,"MearnsMeadowBlvd,RutlandDrive,Austin,TX",30.36698,-97.70063, , 
555,"RutlandDrive,ParkfieldDrive,Austin,TX",30.36924,-97.70551,30,13
556,"StonebridgeDrive,RutlandDrive,Austin,TX",30.36885,-97.70467, , 
557,"FosterLn,ShoalCreekBlvd,Austin,TX",30.35857,-97.74081,29, 
558,"Bluebonnet,Hether,Austin,TX",30.25262,-97.77347, ,6
559,"Bluebonnet,Heather,Austin,TX",30.26759,-97.74299, , 
560,"SpeerLane,EmeraldForest,Austin,TX",30.20337,-97.79219, , 
561,"SpeerLane,EmeraldForest,Austin,TX",30.20337,-97.79219,13, 
562,"Hillcrest,SamuelHuston,Austin,TX",30.28035,-97.67565, , 
563,"BelfryPass,BriarcreekLoop,Austin,TX",30.49283,-97.70469, ,11
564,"MadisonAve,WoodrowAve,Austin,TX",30.34414,-97.72524,19,11
565,"Poplar,Maple,Austin,TX",30.26759,-97.74299, , 
566,"DonovanCircle,ZellerLane,Austin,TX",30.39425,-97.66198, , 
567,"WanderingWay,BrushyView,Austin,TX",30.36674,-97.66511, , 
568,"Burnet,NorthLoop,Austin,TX",30.32583,-97.73963, , 
569,"Navasota,14thSt.,Austin,TX",30.27448,-97.72818,400, 
570,"FM1854,CR174,Austin,TX",30.26759,-97.74299, , 
571,"I-35,AirportBlvd,Austin,TX",30.30079,-97.71382,28, 
572,"Sharpes,Debba,Austin,TX",30.37286,-97.93736, ,8
573,"AlexandriaDr.,Horton,Austin,TX",30.20319,-97.84743, ,7
574,"IndianMoundDr,NLamar,Austin,TX",30.40584,-97.67857, , 
575,"IndianMoundDr,NLamar,Austin,TX",30.40584,-97.67857, ,8
576,"CalaverasDr.,TerraVerde,Austin,TX",30.49662,-97.77037, ,7
577,"ManorRd.,Rogge,Austin,TX",30.30455,-97.6813, , 
578,"ElderHillRd.,FM150,Austin,TX",30.3534921,-97.9210372, ,11
579,"ShavanoDr.,Wolftrap,Austin,TX",30.18337,-97.85894, ,9
580,"E.9thSt.,Lincoln,Austin,TX",30.26389,-97.72011,54, 
581,"Bath,Copperfield,Austin,TX",30.39548,-97.6595, , 
582,"SentinelHill,CoachHouse,Austin,TX",30.20907,-97.99611, , 
583,"SentinelHill,CoachHouse,Austin,TX",30.20907,-97.99611,15,13
584,"Willow,Chicon,Austin,TX",30.25621,-97.72507,40, 
585,"Waller,Clermont,Austin,TX",30.25434,-97.73517,20, 
586,"Waller,Clermont,Austin,TX",30.25434,-97.73517,24, 
587,"BartonHills,FarnswoodCircle,Austin,TX",30.25305,-97.79123, ,10
588,"BartonHills,FarnswoodCircle,Austin,TX",30.25305,-97.79123, , 
589,"Drake,Lockhart,Austin,TX",30.24388,-97.74866,678,33
590,"Drake,Park,Austin,TX",30.24868,-97.74689,199, 
591,"Pinehurst,LaCosta,Austin,TX",30.14313,-97.78875, , 
592,"Waller,Flores,Austin,TX",30.25351,-97.73555, , 
593,"Clara,Willow,Austin,TX",30.25381,-97.71818,23, 
594,"Waller,Clermont,Austin,TX",30.25434,-97.73517, , 
595,"PineyRidge,LaurelLn,Austin,TX",30.29658,-97.73766, , 
596,"PlattLn,FM973,Austin,TX",30.2331,-97.62701, ,9
597,"PlattLn,FM973,Austin,TX",30.2331,-97.62701,9, 
598,"PlattLn,FM973,Austin,TX",30.2331,-97.62701,33, 
599,"PlattLn,FM973,Austin,TX",30.2331,-97.62701, , 
600,"PlattLn,FM973,Austin,TX",30.2331,-97.62701, , 
601,"PlattLn,FM973,Austin,TX",30.2331,-97.62701,10, 
602,"Langston,Burnell,Austin,TX",30.31815,-97.669, ,11
603,"FarnswoodCircle,BartonHillsDrive,Austin,TX",30.25305,-97.79123, , 
604,"PoncaDrive,ThrasherLane,Austin,TX",30.23679,-97.69434,14, 
605,"PoncaDrive,ThrasherLane,Austin,TX",30.23679,-97.69434, ,9
606,"PoncaDrive,ThrasherLane,Austin,TX",30.23679,-97.69434, , 
607,"Berkeley,Cockburn,Austin,TX",30.2103,-97.80998, ,7
608,"GeorgeBush,290,Austin,TX",30.18974,-97.73479, , 
609,"PheasantRock,Margit,Austin,TX",30.44507,-97.76167, , 
610,"PheasantRock,Margit,Austin,TX",30.44507,-97.76167, , 
611,"Dinah,Yvette,Austin,TX",30.16552,-97.8345, , 
612,"Dinah,Yvette,Austin,TX",30.16552,-97.8345, ,14
613,"PeachLane,RoseRoad,Austin,TX",30.19615,-97.75277, ,6
614,"East30th,Dancy,Austin,TX",30.2954,-97.73977,18, 
615,"Hellinger,HWY95,Austin,TX",30.26759,-97.74299, ,7
616,"FM1626,Bluebonnet,Austin,TX",30.2547689,-97.7722291, , 
617,"Shadowood,Teakwood,Austin,TX",30.35864,-97.72581,21, 
618,"Woodmoor,Tannehill,Austin,TX",,, , 
619,"Woodmoor,Tannehill,Austin,TX",,, ,6
620,"Rte1431,NewHopeDr.,Austin,TX",30.46366,-97.80036, , 
621,"HorneDr.,CheckerDr.,Austin,TX",30.20077,-97.8401, , 
622,"LakelineBlvd,CypressCreekBlvd,Austin,TX",30.48424,-97.78323, , 
623,"Spicewood,FourIron,Austin,TX",30.43163,-97.77829, , 
624,"SLamar,Gibson,Austin,TX",30.25495,-97.76216,24, 
625,"VirginiaDareLane,MagnaCartaLoop,Austin,TX",30.33661,-97.64835, , 
626,"IndianSummerPass,Apache,Austin,TX",,, ,7
627,"MustangLane,CountryEstate,Austin,TX",30.42202,-97.73674,18,26
628,"Langston,Loyola,Austin,TX",30.31497,-97.67402, , 
629,"LaCasa,AnnArbor,Austin,TX",30.24672,-97.77945,9,7
630,"SpringMeadow,KnucklesCrossing,Austin,TX",30.19741,-97.73625, ,7
631,"SpringMeadow,KnucklesCrossing,Austin,TX",30.19741,-97.73625, ,17
632,"SpringMeadow,KnucklesCrossing,Austin,TX",30.19741,-97.73625, ,9
633,"MLK,Springdale,Austin,TX",30.28585,-97.68263, , 
634,"Oatmeal,Fairland,Austin,TX",30.43074,-97.66014, , 
635,"PaloBlanco,PinePlace,Austin,TX",30.19458,-97.74975, , 
636,"Waller,Lambie,Austin,TX",30.25527,-97.73474,9, 
637,"Waller,Lambie,Austin,TX",30.25527,-97.73474, , 
638,"S.MaryMooreSearight,SlaughterLane,Austin,TX",30.17392,-97.80743, , 
639,"EOltorfSt.,SchribenSt.,Austin,TX",30.23465,-97.74371, , 
640,"Calles,SmithSt.,Austin,TX",30.23799,-97.58685, , 
641,"Vineland,E.40thSt.,Austin,TX",30.29198,-97.70921, , 
642,"Coronado,Mathias,Austin,TX",30.2622,-97.71476, , 
643,"WhisperingWinds,WhisperingOaks,Austin,TX",30.20318,-97.81421, , 
644,"Manchaca,WilliamCannon,Austin,TX",30.26759,-97.74299, ,10
645,"EtonLane,Amherst,Austin,TX",30.41321,-97.72101, , 
646,"TomanetTrail,Chromite,Austin,TX",30.42326,-97.69611, , 
647,"SusquehannaLane,Manor,Austin,TX",30.31309,-97.66501, , 
648,"SusquehannaLane,Manor,Austin,TX",30.31309,-97.66501, , 
649,"SusquehannaLane,Dubuque,Austin,TX",30.31532,-97.66661, ,8
650,"Fiesta,Stokes,Austin,TX",30.26523,-97.70593, , 
651,"Fiesta,Stokes,Austin,TX",30.26523,-97.70593,14, 
652,"Tacon,Pecan,Austin,TX",30.26759,-97.74299, ,7
653,"FrostwoodTrail,BriarHollow,Austin,TX",30.46007,-97.77237, , 
654,"Broadmoor,Belfast,Austin,TX",30.30787,-97.70066,26, 
655,"Broadmoor,Belfast,Austin,TX",30.30787,-97.70066, , 
656,"ConnecticutDr.,Jamestown,Austin,TX",30.35859,-97.70504,9, 
657,"12thSt.,MeridianLane,Austin,TX",30.27517,-97.71114, , 
658,"Ohlen,LanierDr.,Austin,TX",30.36095,-97.72642,43, 
659,"Ohlen,LanierDr.,Austin,TX",30.36095,-97.72642,30, 
660,"RivieraDr.,LakelineBlvd,Austin,TX",30.47531,-97.81518, , 
661,"Haskell,Comal,Austin,TX",30.25399,-97.73074,107, 
662,"ConvictHillRd.,EscarpmentBlvd.,Austin,TX",30.22577,-97.86859, , 
663,"TomMiller,Antone,Austin,TX",30.29135,-97.7068, , 
664,"HaybarnLane,DocentCove,Austin,TX",30.26759,-97.74299, ,16
665,"QuickHill,Travesia,Austin,TX",30.47229,-97.69058, ,7
666,"ForestMesa,SpicewoodSprings,Austin,TX",30.36576,-97.75113,21,11
667,"Copano,Eskew,Austin,TX",30.20934,-97.84887, ,14
668,"Haskell,Comal,Austin,TX",30.25399,-97.73074,106, 
669,"Burlywood,Deercreek,Austin,TX",30.34048,-97.77301, , 
670,"Burlywood,Deercreek,Austin,TX",30.34048,-97.77301,9,9
671,"Springdale,MunsonSt.,Austin,TX",30.26971,-97.69291,23, 
672,"DorchesterHeights,MagnaCartaLoop,Austin,TX",30.34002,-97.64589, ,9
673,"FortMoultrie,MagnaCartaLoop,Austin,TX",30.33717,-97.6457, ,10
674,"VeteransDr.,Atlanta,Austin,TX",30.27572,-97.77157, , 
675,"IrionaBend,Coastal,Austin,TX",30.19775,-97.84879, , 
676,"WestbankDr.,PinnacleRd.,Austin,TX",30.27039,-97.80819, , 
677,"LimonLn,S.4thSt.,Austin,TX",30.23518,-97.7676, , 
678,"LimonLn,S.4thSt.,Austin,TX",30.23518,-97.7676, , 
679,"LoyolaLane,Willamette,Austin,TX",30.31595,-97.67491, ,9
680,"CharredOakDr.,SweetshadeLane,Austin,TX",30.42656,-97.77184, , 
681,"ValleyOakDr.,HancockDr.,Austin,TX",30.3314,-97.7569,56, 
682,"E4th.,Brushy,Austin,TX",30.26362,-97.73435,250, 
683,"Westgate,Stassney,Austin,TX",30.219,-97.80716, , 
684,"Westgate,Stassney,Austin,TX",30.219,-97.80716, , 
685,"Bonita,Bland,Austin,TX",30.30007,-97.7602,28.16,9.49
686,"KINNEY,COLLIER,Austin,TX",30.25299,-97.76775,75.72,0
687,"KINNEY,COLLIER,Austin,TX",30.25299,-97.76775,46.31,9.78
688,"KINNEY,COLLIER,Austin,TX",30.25299,-97.76775,22.58,14.85
689,"HogEyeRoad,BittingSchoolRoad,Austin,TX",30.28248,-97.62312,0,4.65
690,"HogEyeRoad,BiffingSchoolRoad,Austin,TX",30.28248,-97.62312,7.62,0
691,"AmherstDrive,AdelphiDrive,Austin,TX",30.42151,-97.71563,0,5.68
692,"PeggySt,Wheeless,Austin,TX",30.31569,-97.68803,26.62,0
693,"S.Sledge,3rdSt,Austin,TX",30.26477,-97.74212,8.82,10.89
694,"SunshineDr,49th,Austin,TX",30.31787,-97.73489,34.32,0
695,"WestBankDr,BeeCaveRoad,Austin,TX",30.27993,-97.8073,0,0
696,"WestBankDr,BeeCaveRoad,Austin,TX",30.27993,-97.8073,6.64,0
697,"NorthcrossDr,FosterLane,Austin,TX",30.3568,-97.7365,11.82,0
698,"Sunshine,LamarBlvd,Austin,TX",30.31483,-97.73652,25.08,8.66
699,"TravisCountryCircle,TravisGreen,Austin,TX",30.25914,-97.8412,8.15,0
700,"EtonLane,Tarragonna,Austin,TX",30.4148,-97.7232,13.18,0
701,"Perthshire,Bromcade,Austin,TX",30.26759,-97.74299,17.39,0
702,"Bullard,FairLane,Austin,TX",30.33857,-97.74875,42.27,19.1
703,"Bullard,WhiteRock,Austin,TX",30.33964,-97.74843,23.79,0
704,"SoCongress,AinsworthStreet,Austin,TX",30.20328,-97.77535,30.93,0
705,"Addison,Daugherty,Austin,TX",30.34427,-97.73946,24.49,7.89
706,"OldBastropHwy,US183,Austin,TX",30.22876,-97.68205,8.89,7.15
707,"E.34th,Speedway,Austin,TX",30.29812,-97.73511,0,0
708,"Harris,Hampton,Austin,TX",30.29377,-97.72677,24.11,7.12
709,"E.Baker,Moonlit,Austin,TX",,,0,0
710,"Windsor,Exposition,Austin,TX",30.29667,-97.76822,0,0
711,"Bouldin,LiveOak,Austin,TX",30.2458,-97.76197,45.68,0
712,"FM973,E.Braker,Austin,TX",30.3832721,-97.6899876,0,0
713,"Newfieldt,Enfield,Austin,TX",30.28564,-97.76328,22.18,0
714,"Ptarmigan,PrarieHenLane,Austin,TX",30.39213,-97.70308,9.34,7.01
715,"E.Baker,WhisperWillow,Austin,TX",30.2569,-97.72707,13.35,0
716,"12th,EMFranklan,Austin,TX",30.27779,-97.69457,10.66,0
717,"AspenDale,Eton,Austin,TX",30.41394,-97.72246,7.18,0
718,"FireCove,CampFireTrail,Austin,TX",30.2223,-97.85905,0,6.84
719,"Ashland,Greensboro,Austin,TX",30.30873,-97.6639,0,0
720,"AlegriaRd,Woodrow,Austin,TX",30.3343,-97.73038,48.53,0
721,"Pravada,Escondido,Austin,TX",30.26759,-97.74299,0,0
722,"BrookhillDr,Manchaca,Austin,TX",30.21474,-97.80242,19.03,7.67
723,"SantaMaria,Matamoros,Austin,TX",30.25789,-97.71843,50.3,0
724,"DeloresAve,MasonAve,Austin,TX",30.27534,-97.68449,99.44,0
725,"Gettysburg,NoCrossStreet,Austin,TX",30.2564,-97.73243,11.17,5.85
726,"BitternHollow,Lincolnshire,Austin,TX",30.39898,-97.6962,0,8.02
727,"Clayton,CameronRd,Austin,TX",30.31727,-97.69964,61.78,18.01
728,"MountaineerLane,EastWindDrive,Austin,TX",30.34471,-97.71747,11.67,0
729,"GraysonLane,Banton,Austin,TX",30.28792,-97.70912,34.57,0
